data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5926795,50,BGD9379,9379,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Rioters (Bangladesh),AL: Bangladesh Awami League; Police Forces of Bangladesh (2009-); Civilians (Bangladesh); Journalists (Bangladesh),5,55,South Asia,Bangladesh,Rajshahi,Nawabganj,Bholahat,Bholahat,24.8971,88.2191,2,United News of Bangladesh,National,"On Nov 14, twenty five people, including a police officer and journalists, were injured in a clash between BNP and Awami League activists during hartal hours in Bholahat upazila, Chapai Nababganj.",0,1567533966,BGD
5614698,50,BGD9390,9390,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Khulna,Khulna,Khulna,Khulna,22.8097,89.5643,1,United News of Bangladesh,National,"On Nov 14, in Khulna, at least 20 BNP activists were injured in a clash with police during hartal hours against police aggression on BNP activists in the city.",0,1563887829,BGD
5590292,50,BGD9411,9411,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Tejgaon,23.7629,90.3897,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists vandalised vehicles and clashed with government forces during rioting at Mohakhali in Tejgaon thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590291,50,BGD9410,9410,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Sutrapur,23.7127,90.4198,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists vandalised vehicles and clashed with government forces during rioting in Sutrapur thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590290,50,BGD9409,9409,14-Nov-10,2010,1,Riots,Mob violence,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,South Asia,Bangladesh,Rangpur,Gaibandha,Palashbari,Palashbari,25.2821,89.353,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists injured more than 50 passengers as they ransacked buses at Palashbari (Gaibandha, Rangpur). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590289,50,BGD9407,9407,14-Nov-10,2010,1,Riots,Mob violence,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,South Asia,Bangladesh,Rangpur,Gaibandha,Gaibandha,Gaibandha,25.3353,89.5419,2,United News of Bangladesh,National,"On Nov 14, in Gaibandha, BNP rioters damaged at least 30 passenger buses and a motor cycle on Rangpur-Bogra highway injuring more than 100 passengers during hartal hours.",0,1563366748,BGD
5590288,50,BGD9406,9406,14-Nov-10,2010,1,Riots,Mob violence,Rioters (Bangladesh),AL: Bangladesh Awami League,5,Civilians (Bangladesh),Labour Group (Bangladesh),7,57,South Asia,Bangladesh,Mymensingh,Netrakona,Netrakona,Netrakona,24.8835,90.729,1,Daily Star (Bangladesh),National,"On 14 Nov, AL activists assaulted a Roads and Highways Department engineer in Netrakona district town (Mymensingh) when he refused to grant construction contracts to the activists without bringing the works to tender. The engineer was hospitalised following the attack.",0,1563366748,BGD
5590286,50,BGD9404,9404,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Ramna,23.7333,90.4,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists vandalised vehicles and clashed with government forces during rioting at the National Press Club in Ramna thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590285,50,BGD9403,9403,14-Nov-10,2010,1,Protests,Protest with intervention,Protesters (Bangladesh),Lawyers (Bangladesh); BNP: Bangladesh Nationalist Party,6,Police Forces of Bangladesh (2009-),,1,16,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Ramna,23.7333,90.4,1,Daily Star (Bangladesh),National,"On 14 Nov, police used truncheons and water cannons to disperse a protest by lawyers in front of the National Press Club. The protest occurred during a BNP hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590284,50,BGD9402,9402,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Paltan,23.7362,90.4142,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists clashed with government forces during rioting at Naya Paltan in Paltan thana (Dhaka city), resulting in six arrests. Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590283,50,BGD9401,9401,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Chittagong,Feni,Feni,Feni,23.0144,91.3966,1,United News of Bangladesh,National,"On Nov 14, in Feni, police arrested 22 BNP activists following a tri-partite clash between pro-hartal and anti-hartal elements and the law-enforcers at SSK Road in the town.",0,1563366748,BGD
5590282,50,BGD9400,9400,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Mymensingh,Mymensingh,Trishal,Trishal,24.5621,90.3813,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists clashed with police in Trishal town (Mymensingh, Mymensingh), with police arresting three rioters. Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590280,50,BGD9398,9398,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),AL: Bangladesh Awami League,5,Civilians (Bangladesh),BNP: Bangladesh Nationalist Party,7,57,South Asia,Bangladesh,Rangpur,Gaibandha,Palashbari,Palashbari,25.2821,89.353,1,United News of Bangladesh,National,"On Nov 14, AL activists attacked a BNP office in Palashbari, Gaibandha, during a hartal staged by BNP against police aggression on activists.",0,1563366748,BGD
5590279,50,BGD9397,9397,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Kishoreganj,Pakundia,Pakundia,24.3232,90.6749,1,Daily Star (Bangladesh),National,"On 14 Nov, several police were injured when pro-hartal rioters attacked a police station at Pakundia town (Kishoreganj, Dhaka), throwing brickbats at policemen. Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590278,50,BGD9396,9396,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; AL: Bangladesh Awami League,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Chittagong,Noakhali,Noakhali,Noakhali,22.8667,91.1,2,Daily Star (Bangladesh),National,"On 14 Nov, at least 18 people were injured during a clash involving the police, BNP and AL activists at Noakhali district (Chittagong). Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590276,50,BGD9394,9394,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Mymensingh,Mymensingh,Mymensingh,Mymensingh,24.7564,90.4065,1,Daily Star (Bangladesh),National,"On 14 Nov, at least 26 BNP activists were injured during clashes in Mymensingh city (Mymensingh) and Muktagachha town, with police arresting 23 rioters in Mymensingh city. Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590275,50,BGD9393,9393,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Mymensingh,Mymensingh,Muktagachha,Muktagachha,24.7648,90.257,1,Daily Star (Bangladesh),National,"On 14 Nov, at least 26 BNP activists were injured during clashes in Mymensingh city and Muktagachha town (Mymensingh, Mymensingh), with police arresting 13 rioters in Muktagachha. Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590274,50,BGD9392,9392,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Rangpur,Kurigram,Kurigram,Kurigram,25.8115,89.6428,2,Daily Star (Bangladesh),National,"On 14 Nov, nine people were injured during clashes between pro-hartal rioters and police in Kurigram district (Rangpur). Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590273,50,BGD9391,9391,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Kishoreganj,Kishoreganj,Kishoreganj,24.4394,90.7829,2,Daily Star (Bangladesh),National,"On 14 Nov, 20 people were injured and 30 rioters arrested during clashes between pro-hartal rioters and police in Kishoreganj district (Dhaka). Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590271,50,BGD9389,9389,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,South Asia,Bangladesh,Khulna,Jessore,Jessore,Jessore,23.1697,89.2137,1,United News of Bangladesh,National,"On Nov 14, in Jessore, rioters vandalized a number of vehicles near Murli More in the town during hartaal against police aggression on BNP activists. At least 16 pickets were held.",0,1563366748,BGD
5590270,50,BGD9388,9388,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Sylhet,Habiganj,Habiganj,Habiganj,24.3804,91.413,2,United News of Bangladesh,National,"On Nov 14, in Habiganj, 15 people were injured in police-rioters clash in Habiganj upazila during hartal against police aggression on BNP activists.",0,1563366748,BGD
5590269,50,BGD9387,9387,14-Nov-10,2010,1,Protests,Peaceful protest,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party,6,,,0,60,South Asia,Bangladesh,Rangpur,Gaibandha,Gaibandha,Gaibandha,25.3353,89.5419,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists held a pro-hartal procession in Gaibandha district town (Rangpur). Protesters and rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590268,50,BGD9386,9386,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6274,88.6377,2,Daily Star (Bangladesh),National,"On 14 Nov, 10 people were injured during clashes between pro-hartal rioters and police in Dinajpur district (Rangpur). Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590267,50,BGD9385,9385,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.7104,90.4074,1,United News of Bangladesh,National,"On Nov 14, rioters set ablaze a pickup van and a passenger bus in Dhaka during the BNP-called dawn-to-dusk hartal protesting Khalida Zia's eviction from Cantt house.",0,1563366748,BGD
5590266,50,BGD9384,9384,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Chittagong,Chittagong,Chittagong,Chittagong,22.3571,91.7823,1,Daily Star (Bangladesh),National,"On 14 Nov, at least 15 people, including five policemen, were injured during clashes between rioting BNP activists and police across various parts of Chittagong city (Chittagong). Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590265,50,BGD9383,9383,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Rajshahi,Nawabganj,Nawabganj,Chapai Nababganj,24.5903,88.2744,2,Daily Star (Bangladesh),National,"On 14 Nov, 20 people were injured during clashes between pro-hartal rioters and police in Chapai Nawabganj district (Rajshahi). Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590264,50,BGD9382,9382,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Chittagong,Brahmanbaria,Brahmanbaria,Brahmanbaria,23.9746,91.1123,2,Daily Star (Bangladesh),National,"On 14 Nov, five people were injured during clashes between pro-hartal rioters and police in Brahmanbaria district (Chittagong). Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590263,50,BGD9381,9381,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Rajshahi,Bogra,Bogra,Bogra,24.851,89.3711,1,Daily Star (Bangladesh),National,"On 14 Nov, pro-hartal rioters blocked the railway with burning tyres at Chelopara in Bogra district town (Rajshahi) and were dispersed by police. Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590262,50,BGD9380,9380,14-Nov-10,2010,1,Riots,Mob violence,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Rioters (Bangladesh),AL: Bangladesh Awami League,5,55,South Asia,Bangladesh,Rajshahi,Nawabganj,Bholahat,Bholahat,24.8971,88.2191,2,United News of Bangladesh,National,"On Nov 14, during a clash between rioting activists of BNP and AL, police fired tear gas shells and rubber bullets to disperse the crowd in Bholahat upazila, Chapai Nababganj.",0,1563366748,BGD
5590260,50,BGD9378,9378,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Civilians (Bangladesh),,7,57,South Asia,Bangladesh,Rajshahi,Natore,Baraigram,Baraigram,24.3163,89.1851,2,Daily Star (Bangladesh),National,"On 14 Nov, pro-hartal rioters vandalised trucks on the Natore-Pabna Highway at Banpara Bazaar in Baraigram upazila (Natore, Rajshahi). Rioters took to the streets during a BNP led hartal across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590259,50,BGD9377,9377,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Mohammadpur,23.7659,90.3585,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists vandalised vehicles and clashed with government forces during rioting in Mohammadpur thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590258,50,BGD9376,9376,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Mirpur,23.8218,90.3656,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists vandalised vehicles and clashed with government forces during rioting in Mirpur thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590257,50,BGD9375,9375,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Kotwali,23.7106,90.4073,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP-led rioters clashed with police and set fire two vans, including a police van, in Kotwali thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590256,50,BGD9374,9374,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Jatrabari,23.7074,90.4319,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists vandalised vehicles and clashed with government forces during rioting in Jatrabari thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590254,50,BGD9372,9372,14-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Dhanmondi,23.74,90.385,1,Daily Star (Bangladesh),National,"On 14 Nov, BNP activists vandalised vehicles and clashed with government forces during rioting in Dhanmondi thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
4953033,586,PAK4920,4920,14-Nov-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),JUI-F: Jamiat Ulema-e-Islam-Fazl,6,,,0,60,South Asia,Pakistan,Khyber Pakhtunkhwa,Lower Dir,Timergara,Chakdarra,34.6565,72.0295,1,Right Vision News,National,"JUI-F workers in Chakdarra, Lower Dir, Khyber Pakhtunkhwa held a protest rally against price hikes and lawlessness on 14 November 2010.",0,1552577544,PAK
7223625,50,BGD9356,9356,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),JSD: Jatiyatabadi Swechchhasebak Dal,5,,,0,50,South Asia,Bangladesh,Dhaka,Faridpur,Faridpur,Faridpur,23.6061,89.8406,1,United News of Bangladesh,National,"On Nov 13, in Faridpur, the activists of district unit Swechhasebok Dal damaged four vehicles in the district town protesting the eviction of Khalida Zia from her house.",0,1600193292,BGD
6319000,894,ZAM549,549,13-Nov-10,2010,1,Riots,Violent demonstration,Police Forces of Zambia (2008-2011),,1,Rioters (Zambia),,5,15,Southern Africa,Zambia,Lusaka,Lusaka,,Lusaka,-15.4166,28.2833,1,Xinhua,International,Residents of Garden compound run riot and destroy police station,0,1572403791,ZMB
5614697,50,BGD9357,9357,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Khulna,Khulna,Khulna,Khulna,22.8097,89.5643,1,Daily Star (Bangladesh),National,"On 13 Nov, at least 23 BNP activists were injured in clashes with police at Khulna city. Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563887829,BGD
5590252,50,BGD9370,9370,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Tejgaon,23.7629,90.3897,1,Daily Star (Bangladesh),National,"On 13 Nov, BNP activists vandalised vehicles and clashed with government forces during rioting at Mohakhali in Tejgaon thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590249,50,BGD9367,9367,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Rampura,23.7626,90.4205,1,Daily Star (Bangladesh),National,"On 13 Nov, BNP activists vandalised vehicles and clashed with government forces during rioting at Malibagh and Fakirer Pool in Rampura thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590248,50,BGD9366,9366,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Paltan,23.7362,90.4142,1,Daily Star (Bangladesh),National,"On 13 Nov, BNP activists vandalised vehicles and clashed with government forces during rioting at Naya Paltan in Paltan thana (Dhaka city). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590247,50,BGD9365,9365,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party; JCD: Bangladesh Jatiotabadi Chatra Dal; Students (Bangladesh),5,,,0,50,South Asia,Bangladesh,Sylhet,Sylhet,Sylhet,Sylhet,24.899,91.872,1,Daily Star (Bangladesh),National,"On 13 Nov, rioting BNP and JCD activists vandalised 30 vehicles in Sylhet city. Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590246,50,BGD9364,9364,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Rajshahi,Sirajganj,Sirajganj,Sirajganj,24.4577,89.708,1,Daily Star (Bangladesh),National,"On 13 Nov, at least 40 people - including five police - were injured when BNP activists clashed with police at Sirajganj town (Rajshahi). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590245,50,BGD9363,9363,13-Nov-10,2010,1,Protests,Peaceful protest,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party,6,,,0,60,South Asia,Bangladesh,Rajshahi,Rajshahi,Rajshahi,Rajshahi,24.374,88.6011,1,Daily Star (Bangladesh),National,"On 13 Nov, BNP activists staged a protest in Rajshahi city in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590244,50,BGD9362,9362,13-Nov-10,2010,1,Protests,Peaceful protest,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party,6,,,0,60,South Asia,Bangladesh,Rangpur,Panchagarh,Panchagarh,Panchagarh,26.3334,88.5578,2,United News of Bangladesh,National,"On Nov 13, in Panchagarh, Rangpur, BNP and its front organizations demonstrated in separate places of the town protesting the government action against of eviction Khalida Zia from her cantonment house.",0,1563366748,BGD
5590243,50,BGD9361,9361,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,South Asia,Bangladesh,Chittagong,Noakhali,Noakhali,Noakhali,22.8667,91.1,2,United News of Bangladesh,National,"On Nov 13, in Noakhali, local BNP activists bought out a protest procession against the eviction of Khalida Zia from her house and damaged a covered van in Maizdi town. Police held four opposition activists.",0,1563366748,BGD
5590242,50,BGD9360,9360,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Rangpur,Nilphamari,Nilphamari,Nilphamari,25.9666,88.95,1,United News of Bangladesh,National,"On Nov 13, In Nilphamari, Rangpur, BNP and its front organizations brought a procession in town against Khalida Zia's eviction. The demonstrators clashed with police that left at least 15, including four cops, injured.",0,1563366748,BGD
5590241,50,BGD9359,9359,13-Nov-10,2010,1,Protests,Peaceful protest,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party,6,,,0,60,South Asia,Bangladesh,Dhaka,Narayanganj,Narayanganj,Narayanganj,23.6135,90.503,2,United News of Bangladesh,National,"On Nov 13, in Narayanganj, BNP and its front organizations brought out protest processions against the eviction of Khalida Zia from her house.",0,1563366748,BGD
5590240,50,BGD9358,9358,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,Police Forces of Bangladesh (2009-),,1,15,South Asia,Bangladesh,Rajshahi,Naogaon,Naogaon,Naogaon,24.8042,88.9488,1,United News of Bangladesh,National,"On Nov 13, in Naogaon, Rajshahi, at least 10 people, including a cop, were injured as police charged baton on BNP's procession brought in in the district town to protest Khaleda's eviction from Cantt house.",0,1563366748,BGD
5590237,50,BGD9355,9355,13-Nov-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),BNP: Bangladesh Nationalist Party,5,,,0,50,South Asia,Bangladesh,Dhaka,Faridpur,Faridpur,Faridpur,23.6061,89.8406,1,Daily Star (Bangladesh),National,"On 13 Nov, BNP activists vandalised vehicles during rioting in Faridpur district town (Dhaka). Rioters took to the streets across the country in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
5590236,50,BGD9354,9354,13-Nov-10,2010,1,Protests,Peaceful protest,Protesters (Bangladesh),BNP: Bangladesh Nationalist Party,6,,,0,60,South Asia,Bangladesh,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6274,88.6377,1,Daily Star (Bangladesh),National,"On 13 Nov, BNP activists staged a protest in Dinajpur district town (Rangpur) in response to the eviction of BNP chairperson and former prime minister Khaleda Zia from her residence in Dhaka city.",0,1563366748,BGD
